date,close_price,sentiment_score,sentiment_label,concordance,active_pillars,fng_raw,taker_ratio,dist_50dma_pct,vol_ratio,fwd_return_7d,fwd_return_14d,fwd_return_30d
2024-02-22,47407.85000000,74.2,Greed,False,4,74,1.2761,13.88,0.82,18.71,29.01,25.12
2024-02-23,46920.72000000,75.2,Greed,False,4,76,1.2969,12.36,0.86,22.72,33.11,32.57
2024-02-24,47638.91000000,71.5,Greed,False,4,72,1.2913,13.69,0.62,20.14,31.35,35.12
2024-02-25,47784.06000000,69.5,Greed,False,4,74,1.2912,13.63,0.36,21.88,32.07,35.37
2024-02-26,50198.43000000,83.0,Greed,False,4,72,1.2990,18.81,1.43,25.18,30.13,28.11
2024-02-27,52617.38000000,84.1,Greed,False,4,79,1.2732,23.97,1.88,11.77,24.36,24.68
2024-02-28,57572.10000000,93.5,Extreme Greed,True,4,82,1.2430,34.67,3.68,5.46,16.02,12.74
2024-02-29,56276.27000000,74.5,Greed,False,4,80,1.1809,30.80,1.74,8.68,16.64,14.82
2024-03-01,57582.66000000,77.3,Greed,False,4,80,1.1462,32.89,0.91,8.46,11.03,14.87
2024-03-02,57232.82000000,79.8,Greed,False,4,80,1.1469,30.99,0.52,9.33,5.02,13.49
2024-03-03,58240.78000000,76.4,Greed,False,4,83,1.1773,32.15,0.54,8.36,8.06,4.59
2024-03-04,62836.25000000,90.9,Extreme Greed,True,4,82,1.1521,41.00,2.28,3.96,-0.98,-3.00
2024-03-05,58809.63000000,70.2,Greed,False,4,90,1.1123,30.80,2.80,11.26,-2.95,7.60
2024-03-06,60713.19000000,79.6,Greed,False,4,75,1.1431,33.78,1.69,10.02,2.40,3.24
2024-03-07,61162.23000000,79.4,Greed,False,4,82,1.2052,33.48,0.97,7.32,-1.32,4.08
2024-03-08,62455.93000000,83.4,Greed,False,4,81,1.2248,34.87,1.22,2.36,-5.36,2.64
2024-03-09,62575.41000000,75.7,Greed,False,4,84,1.2363,33.72,0.42,-3.95,-5.20,4.92
2024-03-10,63108.39000000,76.5,Greed,False,4,79,1.2197,33.44,0.69,-0.27,-1.43,1.01
2024-03-11,65323.43000000,83.6,Greed,False,4,82,1.2255,36.56,1.59,-4.75,-1.46,0.20
2024-03-12,65433.53000000,83.6,Greed,False,4,81,1.2339,35.15,1.29,-12.77,-1.15,-0.24
2024-03-13,66794.50000000,79.7,Greed,False,4,81,1.2266,36.27,0.82,-6.92,-3.72,-5.11
2024-03-14,65641.37000000,80.2,Greed,False,4,88,1.1776,32.36,1.14,-8.06,-0.06,-7.09
2024-03-15,63932.39000000,74.2,Greed,False,4,83,1.1449,27.53,1.24,-7.55,1.52,-3.01
2024-03-16,60105.98000000,79.2,Greed,False,4,81,1.1328,18.87,0.56,-1.31,7.51,-0.64
2024-03-17,62937.54000000,73.5,Greed,False,4,79,1.1290,23.30,0.67,-1.16,5.10,-4.42
2024-03-18,62222.61000000,78.0,Greed,False,4,77,1.1298,20.79,0.57,3.45,4.39,-7.58
2024-03-19,57075.31000000,66.7,Greed,False,4,79,1.1208,10.07,1.67,13.33,6.73,4.66
2024-03-20,62170.25000000,78.7,Greed,False,4,74,1.1338,18.86,1.36,3.44,-1.96,-3.48
2024-03-21,60353.57000000,72.3,Greed,False,4,78,1.1596,14.47,0.82,8.69,4.85,1.35
2024-03-22,59107.50000000,73.4,Greed,False,4,75,1.1443,11.29,0.72,9.81,6.05,3.29
2024-03-23,59318.45000000,64.5,Neutral,False,4,73,1.1292,10.88,0.37,8.93,7.31,5.83
2024-03-24,62205.12000000,70.2,Greed,False,4,74,1.1374,15.31,0.39,6.34,3.05,-0.11
2024-03-25,64371.27000000,74.2,Greed,False,4,75,1.1167,18.24,0.88,0.90,2.00,-6.60
2024-03-26,64683.46000000,74.8,Greed,False,4,81,1.1434,17.73,0.59,-5.83,-1.45,-6.95
2024-03-27,64307.59000000,77.2,Greed,False,4,83,1.1335,16.02,0.87,-5.22,1.79,-7.24
2024-03-28,65601.25000000,73.7,Greed,False,4,80,1.1292,17.32,0.55,-3.54,-0.50,-9.40
2024-03-29,64905.93000000,85.7,Extreme Greed,True,4,79,1.1295,15.14,0.45,-3.43,-2.35,-9.10
2024-03-30,64617.19000000,79.3,Greed,True,4,75,1.1375,13.78,0.28,-1.49,-5.62,-7.73
2024-03-31,66147.46000000,70.2,Greed,False,4,75,1.1332,15.58,0.30,-3.09,-6.26,-14.00
2024-04-01,64953.50000000,72.0,Greed,False,4,79,1.1054,12.69,0.71,1.08,-8.05,-16.01
2024-04-02,60915.25000000,66.5,Greed,False,4,79,1.1176,5.15,1.75,4.65,-1.25,-9.51
2024-04-03,60953.61000000,66.0,Greed,False,4,71,1.1794,4.70,1.03,7.39,-5.66,-4.05
2024-04-04,63280.30000000,71.8,Greed,False,4,70,1.2225,8.14,1.03,3.15,-5.60,-6.12
2024-04-05,62681.04000000,75.3,Greed,False,4,79,1.2706,6.59,0.92,1.12,-4.27,-5.09
2024-04-06,63657.12000000,70.0,Greed,False,4,75,1.3148,7.69,0.31,-4.19,-3.91,-7.80
2024-04-07,64102.84000000,73.1,Greed,False,4,78,1.2922,7.85,0.54,-3.27,-4.76,-9.50
2024-04-08,65656.33000000,75.3,Greed,False,4,76,1.3502,9.83,1.03,-9.04,-4.39,-13.34
2024-04-09,63746.99000000,72.5,Greed,False,4,80,1.3386,6.08,1.22,-5.64,-2.53,-8.19
2024-04-10,65457.09000000,73.9,Greed,False,4,78,1.2264,8.31,1.00,-12.15,-8.15,-13.64
2024-04-11,65276.33000000,70.2,Greed,False,4,76,1.1284,7.40,0.95,-8.49,-7.79,-13.40
2024-04-12,63380.98000000,60.4,Neutral,False,4,79,1.1007,3.73,1.48,-5.33,-5.89,-9.93
2024-04-13,60987.39000000,51.3,Neutral,False,4,72,1.0410,-0.64,2.54,0.30,-2.55,-4.40
2024-04-14,62007.40000000,66.5,Greed,False,4,72,1.0455,0.55,2.12,-1.54,-4.85,-8.15
2024-04-15,59723.58000000,55.2,Neutral,False,4,74,1.0345,-3.53,1.40,5.11,-0.17,1.75
2024-04-16,60154.13000000,63.5,Neutral,False,4,65,1.0854,-3.15,1.31,3.30,-5.43,-0.27
2024-04-17,57506.20000000,59.0,Neutral,False,4,67,1.1458,-7.55,1.14,4.55,-5.14,7.26
2024-04-18,59735.57000000,60.8,Neutral,False,4,57,1.2107,-4.04,0.75,0.76,-7.73,3.04
2024-04-19,60004.21000000,66.2,Greed,False,4,66,1.2365,-3.72,1.14,-0.59,-2.53,1.55
2024-04-20,61169.85000000,62.3,Neutral,False,4,66,1.2826,-1.96,0.28,-2.84,-2.88,5.68
2024-04-21,61052.42000000,73.8,Greed,False,4,72,1.2824,-2.27,0.29,-3.36,-2.56,5.09
2024-04-22,62774.60000000,67.0,Greed,False,4,73,1.3146,0.34,0.68,-5.02,-6.50,1.63
2024-04-23,62136.71000000,71.5,Greed,False,4,71,1.3074,-0.66,0.59,-8.45,-6.64,1.15
2024-04-24,60124.40000000,69.1,Greed,False,4,72,1.2933,-3.91,0.83,-9.27,-5.37,5.15
2024-04-25,60189.23000000,69.3,Greed,False,4,72,1.3142,-3.80,0.87,-8.42,-2.77,6.15
2024-04-26,59649.89000000,71.3,Greed,False,4,70,1.3398,-4.61,0.56,-1.95,-5.24,5.79
2024-04-27,59431.51000000,73.0,Greed,False,4,67,1.3030,-4.87,0.32,-0.04,-4.88,7.46
2024-04-28,58999.63000000,67.3,Greed,False,4,65,1.2927,-5.45,0.23,0.83,-3.24,6.73
2024-04-29,59621.51000000,64.4,Neutral,False,4,67,1.2563,-4.35,0.69,-1.55,-2.21,5.04
2024-04-30,56886.99000000,57.5,Neutral,False,4,67,1.2289,-8.49,1.25,1.98,0.11,10.99
2024-05-01,54551.80000000,53.7,Neutral,False,4,54,1.2059,-11.94,1.33,4.30,11.40,14.12
2024-05-02,55120.01000000,55.3,Neutral,False,4,43,1.2326,-10.68,1.11,6.18,8.84,13.28
2024-05-03,58487.62000000,56.4,Neutral,False,4,48,1.2241,-5.00,1.12,-3.35,5.46,6.80
2024-05-04,59407.39000000,64.7,Neutral,False,4,67,1.2664,-3.37,0.51,-4.85,3.61,6.25
2024-05-05,59489.61000000,63.4,Neutral,False,4,69,1.2936,-3.22,0.34,-4.04,2.43,8.84
2024-05-06,58694.78000000,71.1,Greed,False,4,71,1.2839,-4.38,0.79,-0.67,10.13,11.21
2024-05-07,58011.98000000,65.8,Greed,False,4,68,1.3021,-5.36,0.56,-1.83,10.59,12.09
2024-05-08,56897.98000000,64.2,Neutral,False,4,64,1.2794,-7.17,0.61,6.80,12.12,12.99
2024-05-09,58524.06000000,63.3,Neutral,False,4,55,1.2296,-4.40,0.81,2.51,7.39,9.78
2024-05-10,56526.58000000,60.5,Neutral,False,4,66,1.2083,-7.55,1.01,9.12,11.84,14.37
2024-05-11,56528.80000000,51.6,Neutral,False,4,53,1.1854,-7.47,0.14,8.89,13.03,14.34
2024-05-12,57088.94000000,53.8,Neutral,False,4,56,1.2414,-6.48,0.20,6.73,10.54,9.89
2024-05-13,58303.72000000,61.5,Neutral,False,4,57,1.2412,-4.37,0.78,10.87,9.54,8.34
2024-05-14,56951.98000000,65.1,Greed,False,4,66,1.2928,-6.36,0.77,12.65,10.56,9.22
2024-05-15,60769.23000000,71.0,Greed,False,4,64,1.3835,0.04,1.55,4.98,3.06,1.65
2024-05-16,59994.29000000,68.8,Greed,False,4,70,1.3323,-1.09,1.13,4.76,5.24,3.17
2024-05-17,61679.71000000,69.8,Greed,False,4,74,1.4154,1.82,0.81,2.50,0.94,0.91
2024-05-18,61551.82000000,74.5,Greed,False,4,73,1.4142,1.72,0.35,3.80,1.44,0.66
2024-05-19,60932.29000000,74.3,Greed,False,4,72,1.3537,0.82,0.30,3.56,2.52,-0.36
2024-05-20,64642.33000000,77.5,Greed,False,4,70,1.3633,7.01,1.36,-1.20,-2.35,-6.41
2024-05-21,64157.04000000,69.7,Greed,False,4,76,1.2257,6.24,1.99,-1.85,0.92,-5.57
2024-05-22,63796.48000000,71.8,Greed,False,4,76,1.1150,5.54,0.76,-1.83,2.32,-5.93
2024-05-23,62851.70000000,64.8,Neutral,False,4,76,1.1225,3.91,1.05,0.45,3.46,-4.38
2024-05-24,63221.60000000,59.3,Neutral,False,4,74,1.0819,4.52,0.71,-1.53,1.69,-6.53
2024-05-25,63891.97000000,60.2,Neutral,False,4,76,1.0483,5.59,0.30,-2.27,0.56,-12.02
2024-05-26,63103.54000000,64.0,Neutral,False,4,75,1.0305,4.30,0.42,-1.01,2.45,-8.48
2024-05-27,63864.30000000,65.4,Greed,False,4,74,1.0603,5.57,1.00,-1.17,1.21,-10.77
2024-05-28,62967.85000000,63.0,Neutral,False,4,72,1.1099,4.18,1.10,2.82,-0.37,-8.50
2024-05-29,62628.13000000,67.8,Greed,False,4,72,1.1459,3.66,0.53,4.22,0.86,-9.94
2024-05-30,63137.31000000,67.2,Greed,False,4,73,1.2065,4.58,0.82,2.99,-1.48,-9.82
2024-05-31,62257.03000000,66.9,Greed,False,4,73,1.1966,3.23,1.05,3.26,-0.78,-6.12
2024-06-01,62440.89000000,62.6,Neutral,False,4,72,1.2329,3.56,0.20,2.90,-0.87,-6.18
2024-06-02,62467.00000000,62.3,Neutral,False,4,73,1.2126,3.56,0.35,3.50,-0.36,-7.49
2024-06-03,63120.25000000,67.3,Greed,False,4,73,1.2102,4.60,1.01,2.40,-1.84,-11.60
2024-06-04,64746.13000000,75.5,Greed,False,4,73,1.1899,7.12,1.37,-3.10,-6.23,-18.43
2024-06-05,65273.40000000,76.1,Greed,False,4,75,1.1925,7.81,1.21,-3.23,-7.31,-19.78
2024-06-06,65024.30000000,67.6,Greed,False,4,78,1.1391,7.13,1.22,-4.34,-6.83,-17.25
2024-06-07,64287.01000000,64.8,Neutral,False,4,77,1.0990,5.75,1.78,-3.92,-6.64,-19.66
2024-06-08,64248.82000000,73.6,Greed,True,4,72,1.0703,5.54,0.38,-3.66,-6.46,-18.43
2024-06-09,64651.42000000,64.1,Neutral,False,4,75,1.1151,6.08,0.36,-3.73,-8.59,-16.93
2024-06-10,64635.75000000,67.8,Greed,False,4,72,1.1073,5.93,0.82,-4.14,-13.03,-17.41
2024-06-11,62736.40000000,57.6,Neutral,False,4,74,1.1347,2.82,2.22,-3.22,-7.94,-15.88
2024-06-12,63166.18000000,70.7,Greed,False,4,72,1.2057,3.49,1.72,-4.22,-9.79,-15.87
2024-06-13,62204.16000000,68.0,Greed,False,4,70,1.2681,1.85,1.14,-2.60,-7.38,-13.11
2024-06-14,61769.86000000,69.5,Greed,False,4,74,1.2914,1.08,1.15,-2.84,-8.69,-9.65
2024-06-15,61895.93000000,64.8,Neutral,False,4,74,1.3612,1.22,0.37,-2.90,-8.01,-3.96
2024-06-16,62242.43000000,64.0,Neutral,False,4,71,1.3513,1.69,0.27,-5.05,-6.10,-4.02
2024-06-17,61959.44000000,69.0,Greed,False,4,71,1.3129,1.13,1.15,-9.27,-5.45,-5.35
2024-06-18,60715.68000000,66.0,Greed,False,4,74,1.3042,-0.94,1.69,-4.88,-4.82,-3.26
2024-06-19,60500.86000000,67.3,Greed,False,4,64,1.4288,-1.40,0.94,-5.81,-7.77,1.24
2024-06-20,60584.78000000,70.0,Greed,False,4,60,1.4394,-1.46,1.43,-4.90,-12.82,1.76
2024-06-21,60015.80000000,67.0,Greed,False,4,63,1.4241,-2.54,0.94,-6.02,-12.76,3.43
2024-06-22,60100.04000000,59.5,Neutral,False,4,53,1.4054,-2.46,0.22,-5.26,-10.47,3.30
2024-06-23,59096.20000000,70.0,Greed,False,4,55,1.3418,-4.08,0.46,-1.10,-12.61,2.77
2024-06-24,56215.30000000,55.3,Neutral,False,4,51,1.3424,-8.65,1.95,4.21,-6.77,7.34
2024-06-25,57754.78000000,57.5,Neutral,False,4,30,1.4249,-6.12,1.37,0.06,-7.01,5.06
2024-06-26,56984.28000000,59.6,Neutral,False,4,46,1.2749,-7.35,0.79,-2.08,-6.33,9.77
2024-06-27,57615.92000000,56.1,Neutral,False,4,40,1.2940,-6.34,0.97,-8.33,-8.40,8.46
2024-06-28,56401.26000000,57.7,Neutral,False,4,47,1.2865,-8.25,1.15,-7.16,-5.78,11.51
2024-06-29,56937.99000000,47.4,Neutral,False,4,30,1.2472,-7.39,0.42,-5.50,-5.07,8.46
2024-06-30,58446.39000000,60.5,Neutral,False,4,47,1.3080,-5.00,0.59,-11.63,-4.51,4.81
2024-07-01,58584.12000000,64.5,Neutral,False,4,53,1.3655,-4.82,1.06,-10.54,1.47,1.99
2024-07-02,57788.39000000,59.0,Neutral,False,4,51,1.3668,-6.10,1.04,-7.06,3.38,4.78
2024-07-03,55800.48000000,55.0,Neutral,False,4,50,1.3997,-9.29,1.58,-4.34,5.10,1.49
2024-07-04,52816.24000000,49.8,Neutral,False,4,44,1.3705,-13.92,2.30,-0.08,11.21,5.85
2024-07-05,52360.15000000,46.0,Neutral,False,4,29,1.3840,-14.45,3.40,1.49,16.98,2.06
2024-07-06,53805.82000000,52.8,Neutral,False,4,26,1.4831,-11.86,0.96,0.46,14.58,-7.88
2024-07-07,51646.71000000,52.3,Neutral,False,4,29,1.4644,-15.12,0.74,8.06,20.19,-0.45
2024-07-08,52410.75000000,57.0,Neutral,False,4,28,1.4462,-13.63,1.49,13.42,18.46,-3.71
2024-07-09,53707.77000000,53.0,Neutral,False,4,27,1.3295,-11.17,1.01,11.24,13.08,5.36
2024-07-10,53380.00000000,52.4,Neutral,False,4,28,1.2640,-11.40,1.02,9.87,13.04,4.58
2024-07-11,52774.63000000,53.4,Neutral,False,4,29,1.2960,-12.08,1.07,11.30,14.98,5.98
2024-07-12,53141.29000000,50.0,Neutral,False,4,25,1.3516,-11.18,0.79,15.26,17.71,1.35
2024-07-13,54050.72000000,49.1,Neutral,False,4,25,1.2635,-9.38,0.77,14.06,15.62,0.51
2024-07-14,55810.82000000,51.8,Neutral,False,4,33,1.2930,-6.18,0.76,11.22,12.69,-1.16
2024-07-15,59442.39000000,67.1,Greed,False,4,52,1.2648,0.05,1.24,4.45,3.89,-10.24
2024-07-16,59742.06000000,67.3,Greed,False,4,65,1.2920,0.69,1.16,1.66,2.54,-12.15
2024-07-17,58647.02000000,68.5,Greed,False,4,69,1.3066,-1.01,1.02,2.89,1.88,-8.88
2024-07-18,58739.30000000,61.3,Neutral,False,4,61,1.1909,-0.72,0.61,3.30,3.09,-7.93
2024-07-19,61248.81000000,60.8,Neutral,False,4,60,1.1222,3.59,0.91,2.13,-7.53,-13.37
2024-07-20,61648.68000000,60.9,Neutral,False,4,74,1.1482,4.28,0.36,1.37,-9.32,-12.93
2024-07-21,62075.38000000,70.2,Greed,False,4,74,1.1367,5.02,0.90,1.32,-13.91,-14.49
2024-07-22,62084.61000000,63.9,Neutral,False,4,70,1.0929,5.05,0.61,-0.53,-20.17,-11.73
2024-07-23,60734.26000000,59.2,Neutral,False,4,71,1.0531,2.85,0.88,0.86,-15.35,-10.50
2024-07-24,60343.33000000,60.5,Neutral,False,4,69,1.0397,2.34,0.59,-0.98,-16.37,-5.18
2024-07-25,60680.01000000,57.8,Neutral,False,4,68,1.0822,3.07,0.77,-0.21,-6.75,-5.61
2024-07-26,62551.72000000,65.5,Greed,False,4,68,1.0860,6.34,0.90,-9.46,-10.75,-8.43
2024-07-27,62490.99000000,65.8,Greed,False,4,72,1.0740,6.30,1.07,-10.54,-10.49,-9.84
2024-07-28,62893.43000000,59.6,Neutral,False,4,71,1.0597,7.03,0.43,-15.03,-14.36,-15.34
2024-07-29,61753.16000000,62.4,Neutral,False,4,74,1.0714,5.20,1.84,-19.74,-12.03,-13.99
2024-07-30,61257.20000000,61.2,Neutral,False,4,67,1.1009,4.47,0.88,-16.07,-9.94,-12.43
2024-07-31,59749.19000000,59.3,Neutral,False,4,61,1.0951,2.00,0.89,-15.54,-10.70,-10.36
2024-08-01,60551.52000000,62.1,Neutral,False,4,52,1.1156,3.47,1.60,-6.55,-13.33,-11.87
2024-08-02,56633.83000000,54.8,Neutral,False,4,57,1.0982,-3.04,1.71,-1.43,-5.64,-8.24
2024-08-03,55905.89000000,49.7,Neutral,False,4,37,1.0972,-4.10,1.24,0.05,-3.27,-4.36
2024-08-04,53438.59000000,44.4,Neutral,False,4,34,1.1039,-8.06,1.33,0.79,-0.71,-2.56
