date,close_price,sentiment_score,sentiment_label,concordance,active_pillars,fng_raw,taker_ratio,dist_50dma_pct,vol_ratio,fwd_return_7d,fwd_return_14d,fwd_return_30d
2021-04-08,58077.52000000,58.6,Neutral,False,4,73,0.9825,6.68,0.78,8.75,-11.00,1.35
2021-04-09,58142.54000000,57.8,Neutral,False,4,70,0.9816,6.54,0.72,5.49,-12.07,0.17
2021-04-10,59769.13000000,64.9,Neutral,False,4,70,0.9982,9.37,1.22,0.40,-16.26,-6.61
2021-04-11,60002.43000000,60.4,Neutral,False,4,76,1.0019,9.63,0.73,-6.42,-18.23,-5.55
2021-04-12,59860.00000000,62.0,Neutral,False,4,74,0.9950,9.27,1.00,-7.06,-9.79,-17.09
2021-04-13,63575.00000000,71.1,Greed,False,4,74,1.0009,15.65,1.48,-11.25,-13.47,-21.87
2021-04-14,62959.53000000,58.7,Neutral,False,4,75,0.9994,13.95,1.48,-14.57,-12.89,-20.84
2021-04-15,63159.98000000,63.4,Neutral,False,4,79,0.9970,13.76,0.93,-18.16,-15.21,-25.96
2021-04-16,61334.80000000,58.7,Neutral,False,4,78,0.9841,9.91,1.60,-16.65,-5.94,-24.30
2021-04-17,60006.66000000,61.0,Neutral,False,4,76,0.9652,7.00,1.01,-16.60,-3.68,-27.44
2021-04-18,56150.01000000,48.4,Neutral,False,4,79,0.9488,-0.23,2.04,-12.61,0.76,-23.69
2021-04-19,55633.14000000,50.9,Neutral,False,4,74,0.9488,-1.52,1.25,-2.93,2.76,-34.05
2021-04-20,56425.00000000,53.9,Neutral,False,4,73,0.9406,-0.36,1.16,-2.50,-5.72,-28.18
2021-04-21,53787.63000000,48.8,Neutral,False,4,73,0.9382,-5.20,1.05,1.97,6.78,-30.74
2021-04-22,51690.96000000,42.6,Neutral,False,4,65,0.9310,-8.93,1.57,3.61,9.10,-27.55
